source,proposed_target,status,artifact_type,ownership,ownership_confidence,ownership_score,ownership_evidence,lifecycle,old_manifest_module,old_manifest_target,dynamic_loader,sys_path_mutation,parent_depth_indices,path_depth_risk,ci_reference,documentation_references,verification_required,notes
04_Testing/multi_day_scalping_validation.py,04_Testing/research/shadow_or_legacy/multi_day_scalping_validation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,300,Core=300[300:dynamic-module:02_AI.Core.scalping_pipeline] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/multi_day_scalping_validation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/regime_conditioned_quality_validation.py,04_Testing/research/shadow_or_legacy/regime_conditioned_quality_validation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,300,Core=300[300:dynamic-module:02_AI.Core.market_regime],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/regime_conditioned_quality_validation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/regime_hypothesis_validation.py,04_Testing/research/shadow_or_legacy/regime_hypothesis_validation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,0,,HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/regime_hypothesis_validation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/research_opportunity_quality_operation.py,04_Testing/research/shadow_or_legacy/research_opportunity_quality_operation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,900,Shadow=900[300:dynamic-module:02_AI.Shadow.research_candidate_episode;300:dynamic-module:02_AI.Shadow.research_candidate_ledger;300:dynamic-module:02_AI.Shadow.research_opportunity_quality],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/research_opportunity_quality_operation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/research_zone_context_outcome_operation.py,04_Testing/research/shadow_or_legacy/research_zone_context_outcome_operation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,1200,Shadow=1200[300:dynamic-module:02_AI.Shadow.research_candidate_episode;300:dynamic-module:02_AI.Shadow.research_candidate_ledger;300:dynamic-module:02_AI.Shadow.research_intelligence_pipeline;300:dynamic-module:02_AI.Shadow.research_zone_context_outcome] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/research_zone_context_outcome_operation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/run_exness_demo_xauusd_context_attestation.py,04_Testing/run_exness_demo_xauusd_context_attestation.py,REVIEW_REQUIRED,operation_or_research,unclassified,LOW,0,,REVIEW_REQUIRED,unclassified,04_Testing/run_exness_demo_xauusd_context_attestation.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;dynamic_loader_semantics,deprecated old classification: unclassified
04_Testing/run_xauusd_portable_331_candidate_evaluator_integration.py,04_Testing/research/portable_331/train/run_xauusd_portable_331_candidate_evaluator_integration.py,REVIEW_REQUIRED,operation_or_research,research.portable_331.train,MEDIUM,400,Dataset=400[180:module-string:portable_331_training_input_loader;220:source-file-string:portable_331_training_input_loader.py] | Common=120[120:module-from:types],HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/run_xauusd_portable_331_candidate_evaluator_integration.py,YES,YES,1,HIGH,NO,05_Documentation/Module_List.md,ast_parse;py_compile;stale_path_scan;frozen_hash_check;documentation_update;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/run_xauusd_portable_331_one_time_test.py,04_Testing/run_xauusd_portable_331_one_time_test.py,FROZEN_STAY,operation_or_research,frozen_compatibility,FROZEN,220,Dataset=220[220:source-file-string:portable_331_training_input_loader.py] | Common=120[120:module-from:types],FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/run_xauusd_portable_331_one_time_test.py,YES,NO,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,
04_Testing/run_xauusd_portable_331_one_time_validation.py,04_Testing/run_xauusd_portable_331_one_time_validation.py,FROZEN_STAY,operation_or_research,frozen_compatibility,FROZEN,120,Common=120[120:module-from:types],FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/run_xauusd_portable_331_one_time_validation.py,YES,NO,1,HIGH,NO,05_Documentation/Developer_Guide.md;05_Documentation/Module_List.md,ast_parse;py_compile;stale_path_scan;frozen_hash_check;documentation_update;repo_root_semantics;dynamic_loader_semantics,
04_Testing/run_xauusd_portable_331_train_candidate_walk_forward_evaluation.py,04_Testing/research/portable_331/train/run_xauusd_portable_331_train_candidate_walk_forward_evaluation.py,REVIEW_REQUIRED,operation_or_research,research.portable_331.train,MEDIUM,120,Common=120[120:module-from:types],HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/run_xauusd_portable_331_train_candidate_walk_forward_evaluation.py,YES,NO,1,HIGH,NO,05_Documentation/Module_List.md,ast_parse;py_compile;stale_path_scan;frozen_hash_check;documentation_update;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/run_xauusd_portable_331_train_supervised_batch_integration.py,04_Testing/research/portable_331/train/run_xauusd_portable_331_train_supervised_batch_integration.py,REVIEW_REQUIRED,operation_or_research,research.portable_331.train,MEDIUM,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/run_xauusd_portable_331_train_supervised_batch_integration.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/run_xauusd_portable_331_train_target_loader_integration.py,04_Testing/research/portable_331/train/run_xauusd_portable_331_train_target_loader_integration.py,REVIEW_REQUIRED,operation_or_research,research.portable_331.train,MEDIUM,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/run_xauusd_portable_331_train_target_loader_integration.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/run_xauusd_portable_331_training_input_loader_integration.py,04_Testing/research/portable_331/train/run_xauusd_portable_331_training_input_loader_integration.py,REVIEW_REQUIRED,operation_or_research,research.portable_331.train,MEDIUM,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/run_xauusd_portable_331_training_input_loader_integration.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/scalping_setup_outcome_diagnostic.py,04_Testing/research/shadow_or_legacy/scalping_setup_outcome_diagnostic.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,300,Core=300[300:dynamic-module:02_AI.Core.scalping_pipeline] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/scalping_setup_outcome_diagnostic.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/shadow_bootstrap_compounding_operation.py,04_Testing/research/shadow_or_legacy/shadow_bootstrap_compounding_operation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,300,Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher] | Shadow=300[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/shadow_bootstrap_compounding_operation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/shadow_compounding_trade_lifecycle_operation.py,04_Testing/research/shadow_or_legacy/shadow_compounding_trade_lifecycle_operation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,900,Shadow=900[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.compounding_account_state_adapter;300:dynamic-module:02_AI.Shadow.compounding_trade_state_machine] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/shadow_compounding_trade_lifecycle_operation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/shadow_paper_operation.py,04_Testing/research/shadow_or_legacy/shadow_paper_operation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,600,Core=600[300:dynamic-module:02_AI.Core.market_regime;300:dynamic-module:02_AI.Core.scalping_pipeline] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher] | Shadow=300[300:dynamic-module:02_AI.Shadow.paper_ledger],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/shadow_paper_operation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/shadow_research_operation.py,04_Testing/research/shadow_or_legacy/shadow_research_operation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,1500,Shadow=1500[300:dynamic-module:02_AI.Shadow.paper_ledger;300:dynamic-module:02_AI.Shadow.research_candidate_episode;300:dynamic-module:02_AI.Shadow.research_candidate_ledger;300:dynamic-module:02_AI.Shadow.research_intelligence_pipeline;300:dynamic-module:02_AI.Shadow.research_telemetry] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/shadow_research_operation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/shadow_weight_forward_operation.py,04_Testing/research/shadow_or_legacy/shadow_weight_forward_operation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,900,Shadow=900[300:dynamic-module:02_AI.Shadow.research_intelligence_pipeline;300:dynamic-module:02_AI.Shadow.research_opportunity_weight_engine;300:dynamic-module:02_AI.Shadow.research_weight_forward_ledger] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/shadow_weight_forward_operation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
